"x","y"
266.753927193827,4736.99278595847
472.192013885423,4524.37839300046
457.663763135782,4768.7194208031
548.546655387789,4810.96331830496
303.789174138929,4500.27238627916
603.360631214061,4661.6351697687
358.177807755988,4682.29740240565
363.953411252458,4595.54669993465
487.327742573505,4505.46590202359
499.999999999999,4736.38464149272
311.514050834817,4504.51608772482
293.010273741291,4508.34189827174
399.614185197244,4752.66481824386
671.838668970531,4635.19360956884
378.830319636991,4684.13199662969
514.604709021539,4791.9248110332
565.942194353608,4683.39559582183
561.736411177316,4497.94097974113
486.211182624672,4794.14419164812
486.245127239574,4810.80253683522
403.074263470715,4708.18845990093
544.662063723499,4786.5032454903
448.436472127445,4619.98484395766
625.191991993304,4689.75633382237
568.175881094512,4622.3444840335
282.820619980819,4591.9764197589
405.55357304987,4709.2650016818
328.291598413676,4498.55565111893
368.805419224108,4720.96904917416
422.183410641455,4496.98160795395
423.875097357837,4496.96411421598
221.909964889608,4701.94655565622
450.115300138453,4622.19354641435
355.298564866938,4537.96145793868
432.33442129804,4675.63882464015
485.982891888343,4680.87905498873
630.381205929624,4676.52179195067
342.816096779962,4659.29488927869
380.700567259781,4547.49912046252
362.879090133725,4626.66602727928
339.84107981953,4523.84313531131
389.034953282483,4542.92653155431
261.186373431804,4813.90857955491
348.08050062079,4732.42436642987
243.883406702665,4691.30903576883
358.001594318817,4590.10799794234
446.847970190004,4738.81037867229
490.182594362198,4735.28118353722
587.679637362166,4724.72485200853
427.869455230216,4642.37020482749
509.852077002668,4710.8520092781
450.29377297767,4647.7297361961
506.618143694769,4657.55138798052
367.723493635531,4792.08841737695
636.230680760604,4756.61534827807
442.163867543304,4666.66786855386
618.467593874358,4648.54459911323
360.427130737722,4712.24546049033
311.457715855299,4502.29577230015
385.982227739836,4508.55153077235
520.856068368893,4597.62497354077
365.577589241647,4547.76102667909
585.524339267303,4561.46081303956
602.806331815703,4525.04224954936
534.603135143004,4686.50221021752
506.622297046979,4653.1101945309
689.802529074844,4615.64920068511
328.633724295714,4585.19023571936
219.066729475423,4713.1840280649
590.239060142375,4716.98340382426
240.68816386202,4741.2593525701
301.518997303452,4510.33132932644
326.884671803597,4510.80642834371
280.500615874516,4514.25742954569
548.38616132886,4597.75718332667
230.444787005011,4751.66293983607
643.256209821155,4525.71685798283
566.944816910215,4575.69989994855
523.243323825356,4633.16000724174
696.144315905016,4596.93037885014
491.657575386204,4597.59963262512
577.525717932084,4524.73328582416
641.996019173272,4503.48188605226
576.034005799163,4505.84451577265
589.989377379501,4539.30836764634
465.822040444609,4772.00531704235
483.785839391496,4797.48121436258
211.329811152279,4744.65145729693
249.842089092796,4767.61046233939
285.783329438001,4689.69099474484
691.451779770717,4707.92378278917
362.395060457596,4512.28316112932
576.311747850628,4639.08261604831
593.584558347731,4650.39377284242
260.403272249626,4789.47174401345
294.886903085971,4800.57034492343
312.036228459838,4804.51798968226
557.88162881973,4661.11626215487
596.071069853636,4769.26384952543
497.567876199108,4797.4622324564
621.993981431941,4684.14628145484
297.953220601538,4767.13108139705
398.983300918846,4709.35725924204
326.247168334115,4555.25348221952
699.947428163315,4610.36893796877
482.164422873177,4797.48529232763
726.172043350478,4651.16115251833
543.755687548757,4672.11832576306
408.501688634273,4619.2734589368
439.61875075435,4658.91638653149
526.460119505245,4660.92874580445
356.268047181775,4787.8772862975
222.045825406786,4786.48391115203
485.085825651712,4646.46103464499
335.083452649573,4499.51269021792
383.535699370226,4514.14138766682
239.313908363935,4704.61115271129
398.528097857952,4789.33596197891
266.744243014277,4533.57112629259
325.181217792074,4779.71603467772
328.573708637085,4510.76717209203
400.882460234932,4783.74727440599
620.109337127546,4745.20574812999
684.578315562219,4624.40135411381
259.603038222474,4572.70351588717
714.177657445526,4608.55652267828
468.539135990578,4652.06664256433
486.060727147433,4719.74226337172
447.743173431542,4638.86530676293
305.433781216338,4654.66852528198
266.833304251633,4614.7052489547
654.434476616539,4671.45426204376
620.939286554537,4697.45670993886
687.879902712056,4687.82397299003
357.609671095127,4570.12390551636
449.546785291207,4772.10624598769
228.104233174731,4691.69262116347
560.833118642324,4794.40323035642
269.474400863189,4816.95575627029
677.561694929201,4605.33676473059
417.120705010556,4498.14644408526
608.287122510651,4717.24143248864
606.356806652765,4570.61820241028
456.313421439159,4546.65801729244
548.962856086451,4511.16706592812
258.430346434514,4612.76001195834
260.818683639035,4609.34519984375
545.177029153232,4707.66040425265
395.96205966983,4497.30194014289
597.64897643095,4656.00122811263
334.267370187226,4751.70907514705
536.439954888259,4805.33399713683
410.79489867397,4669.21586092176
651.604212247126,4570.31012286448
580.394711867419,4716.86244016115
246.64274343999,4633.17893992857
266.32112604496,4670.69176609338
311.729844950962,4691.71267164323
325.109787497248,4709.61054138174
444.207311405555,4747.98201547817
