"x","y"
643.393961903691,4817.75330180616
603.074181174179,4818.28772815683
543.798222906075,4817.00418784485
447.926869551887,4817.69951426598
421.065676466682,4817.96110279109
349.265945622982,4818.55042928889
222.761487938632,4821.30245227716
222.761487938632,4821.30245227716
210.279533375506,4822.46595054423
209.132935828343,4817.41524671921
215.738552361677,4808.84535991594
213.558273279135,4801.28725389907
210.169047405752,4798.24387240697
211.347115657476,4793.09332126145
218.247120475102,4790.89081164974
220.517115695089,4778.04863117681
219.946287511634,4775.52233563473
219.348994471241,4772.3597204696
213.642110612626,4770.04680042788
214.963072807826,4768.07917538268
214.644898808566,4760.44293884167
212.694874188186,4758.61243238436
212.455025854852,4752.88529349997
205.908574129955,4742.32477614706
204.61719058042,4734.09281783189
206.41347448654,4732.10381272832
214.809984610635,4719.00431064503
214.993463337509,4711.98590369003
217.663504177408,4708.05288517274
217.663504177408,4708.05288517274
220.909957252899,4706.64741467695
220.629851948062,4699.64802103859
219.009831758569,4694.61433145405
219.380397600118,4692.0501559067
224.223776479909,4682.93623848315
225.890838670721,4677.13565522385
223.899150726626,4674.66447540202
224.247926380284,4671.46450372341
227.439519752993,4668.15419059811
228.640082305969,4662.37338661396
232.762782873983,4658.39322840719
233.117875829314,4655.19397058803
236.439235167996,4655.06961215113
238.671365433816,4651.1641620919
237.510057221866,4645.47289826894
242.844980971864,4635.08498055726
242.185213422586,4630.01222403752
243.023252225725,4626.79670031898
240.502561242958,4623.06532332294
239.702510113957,4614.17577127758
242.020368661994,4612.18091405672
245.839689716685,4612.04470289577
245.772139375837,4610.13603150773
242.70208687526,4604.51198012073
248.370457807386,4602.40060111166
249.62786748395,4597.26094052026
254.717230834268,4591.9905926568
254.851408709195,4581.79561534318
259.49710221369,4577.18178296337
256.907819869946,4571.53593842975
256.759022707553,4567.08265863506
260.163295753847,4553.59611899414
258.63500324021,4551.09895328787
258.467260428609,4546.00963125201
262.515040252689,4536.96189346682
259.268499303164,4526.2417703983
260.089916330775,4521.75729787887
257.989432523527,4516.73120934907
258.307714705676,4511.62627685199
265.770790657263,4502.47246997725
266.135386794657,4498.64049322285
267.124294294221,4499.24622506715
267.124294294221,4499.24622506715
395.067427671173,4494.43474522659
491.547133355864,4494.97215481268
526.448144687761,4495.01431961265
570.061479185671,4496.56905373768
609.803469063392,4497.04919772819
612.798140814672,4491.36839595861
617.163563151995,4491.43570824247
619.690741281509,4485.11435721018
625.094681872308,4481.38523174806
628.117724148705,4475.07473176533
634.517204879311,4470.73326388608
634.517204879311,4470.73326388608
636.913832669536,4472.685294422
636.323380834232,4478.40065534914
637.676424461056,4484.15120048681
634.140351506174,4491.72178487997
639.380093189886,4496.9080193233
653.384772868864,4499.72871711952
659.574854654038,4504.94980005442
661.165434581391,4520.89309938625
672.389878584329,4537.05714614658
672.091168805856,4549.77930555055
671.520346338177,4553.58469624781
669.011321833169,4557.98105006093
660.176213006751,4566.05583765708
660.078252529136,4570.50827428133
662.335743568191,4576.92277904677
661.813023689789,4578.82045315335
665.909463724229,4588.46009781521
673.090267553574,4588.62840559248
677.352977642525,4590.640873461
695.967054785082,4593.03156286455
699.689594381517,4596.95390313608
711.994349908297,4601.76176652211
720.402453453845,4608.3820649047
724.142757203329,4626.3284939597
729.260373515367,4630.31206711587
734.330491296899,4635.57200671469
737.023419051605,4654.76898649299
733.239480736807,4668.65606075408
713.909850892442,4680.77955020591
712.67551395748,4690.29465273404
709.728759088805,4694.0263434548
693.841286146088,4705.02952325224
693.735098343455,4708.84709457829
693.735098343455,4708.84709457829
691.659098232033,4715.79345111966
684.384866658941,4723.87392207427
667.321666643867,4729.80732290786
658.742918492599,4735.33455989985
656.095429063295,4748.64245840964
652.706339418259,4753.65914144866
648.56418710444,4772.02904150951
648.467200744849,4776.48274896964
657.434635008956,4791.96377864349
656.416449864962,4795.76019905167
649.754751232164,4802.61268605372
648.236140848202,4808.30896598249
643.502417291776,4812.6630010047
643.393961903691,4817.75330180616
